,word,frequency,length
155,filipino,31,8
156,beso,31,4
157,aquella,31,7
158,desde,31,5
159,sombra,31,6
160,inmortal,31,8
161,mujer,30,5
162,canto,30,5
163,lágrimas,30,8
164,mismo,30,5
165,luna,30,4
166,ilusión,30,7
167,entonces,30,8
168,mía,30,3
169,poetas,30,6
170,tres,29,4
171,tiene,29,5
172,va,29,2
173,historia,29,8
174,veces,29,5
175,nuestro,29,7
176,bandera,29,7
177,noble,29,5
178,medio,29,5
179,nada,28,4
180,has,28,3
181,otra,28,4
182,calma,28,5
183,arte,28,4
184,ella,28,4
185,labios,28,6
186,jamás,27,5
187,hora,27,4
188,parnaso,27,7
189,era,27,3
190,van,27,3
191,aún,26,3
192,mano,26,4
193,después,26,7
194,vivir,26,5
195,josé,26,4
196,juventud,26,8
197,works,26,5
198,aun,26,3
199,hace,26,4
200,for,26,3
201,cada,26,4
202,quien,25,5
203,santo,25,5
204,nació,25,5
205,allá,25,4
206,vuelo,25,5
207,espíritu,25,8
208,do,25,2
209,luego,25,5
210,rosa,25,4
211,suelo,25,5
212,aquí,24,4
213,sé,24,2
214,ahora,24,5
215,agua,24,4
216,hermosa,24,7
217,horas,24,5
218,quiero,24,6
219,ese,24,3
220,besos,24,5
221,nuestras,24,8
222,tras,24,4
223,brazos,24,6
224,camino,24,6
225,sueños,24,6
226,libro,24,5
227,musa,23,4
228,eterna,23,6
229,i,23,1
230,filipina,23,8
231,amada,23,5
232,mares,23,5
233,tanto,23,5
234,tarde,23,5
235,pueblos,23,7
236,fuego,23,5
237,destino,23,7
238,canción,23,7
239,pobre,23,5
240,antes,22,5
241,aurora,22,6
242,is,22,2
243,días,22,4
244,pues,22,4
245,penas,22,5
246,hacia,22,5
247,españoles,22,9
248,soy,22,3
249,recuerdo,22,8
250,tal,22,3
251,aroma,22,5
252,ii,22,2
253,ardiente,22,8
254,otro,21,4
255,otros,21,5
256,sublime,21,7
257,río,21,3
258,morir,21,5
259,lejos,21,5
260,brisa,21,5
261,ti,21,2
262,suave,21,5
263,maría,21,5
264,fuerte,21,6
265,not,21,3
266,esperanza,21,9
267,mí,21,2
268,están,20,5
269,if,20,2
270,silencio,20,8
271,lira,20,4
272,ensueño,20,7
273,viento,20,6
274,sabe,20,4
275,quién,20,5
276,triunfo,20,7
277,blanca,20,6
278,cuerpo,20,6
279,ver,20,3
280,virgen,20,6
281,parece,20,6
282,sombras,20,7
283,dulces,20,6
284,acaso,20,5
285,llanto,20,6
286,siglos,20,6
287,herida,20,6
288,reina,20,5
289,pasado,20,6
290,poesías,20,7
291,gutenberg,20,9
292,himno,20,5
293,lengua,19,6
294,verdad,19,6
295,grande,19,6
296,vive,19,4
297,poesía,19,6
298,boca,19,4
299,llora,19,5
300,español,19,7
301,memoria,19,7
302,terms,19,5
303,hermanos,19,8
304,igual,19,5
305,ave,19,3
306,genio,19,5
307,electronic,19,10
308,libertad,19,8
309,eso,19,3
310,nubes,19,5
311,enseña,19,6
312,algo,19,4
313,idea,19,4
314,iii,19,3
315,abril,18,5
316,nido,18,4
317,loco,18,4
318,lucha,18,5
319,hondo,18,5
320,fuerza,18,6
321,cien,18,4
322,pasión,18,6
323,espacio,18,7
324,e,18,1
325,altar,18,5
326,by,18,2
327,are,18,3
328,señor,18,5
329,ay,18,2
330,noches,18,6
331,cielos,18,6
332,seno,17,4
333,cuanto,17,6
334,quimera,17,7
335,nuestros,17,8
336,encanto,17,7
337,mente,17,5
338,casa,17,4
339,mirada,17,6
340,os,17,2
341,él,17,2
342,ellos,17,5
343,hojas,17,5
344,aire,17,4
345,idioma,17,6
346,sí,17,2
347,divino,17,6
348,hizo,17,4
349,tristes,17,7
350,vano,17,4
351,foundation,17,10
352,primer,16,6
353,olas,16,4
354,música,16,6
355,cristal,16,7
356,filipinos,16,9
357,mal,16,3
358,mañana,16,6
359,poder,16,5
360,fe,16,2
361,divina,16,6
362,agreement,16,9
363,esencia,16,7
364,murió,16,5
365,ven,16,3
366,vientos,16,7
367,derecho,16,7
368,be,16,2
369,bardo,16,5
370,ayer,16,4
371,fuera,16,5
372,muerto,16,6
373,bella,16,5
374,alto,16,4
375,olvido,16,6
376,calor,16,5
377,tristeza,15,8
378,manuel,15,6
379,virtud,15,6
380,dolores,15,7
381,importa,15,7
382,mortal,15,6
383,paso,15,4
384,aliento,15,7
385,año,15,3
386,lanza,15,5
387,santa,15,5
388,gentil,15,6
389,pena,15,4
390,hijo,15,4
391,eterno,15,6
392,misterio,15,8
393,llorar,15,6
394,senda,15,5
395,octubre,15,7
396,fondo,15,5
397,cantar,15,6
398,rayo,15,4
399,rumor,15,5
400,águilas,15,7
401,árbol,15,5
402,perfume,15,7
403,all,15,3
404,paloma,15,6
405,hombres,15,7
406,it,15,2
407,sea,15,3
408,notas,15,5
409,espada,15,6
410,may,15,3
411,aguas,14,5
412,sufrir,14,6
413,obra,14,4
414,pronto,14,6
415,cumbre,14,6
416,madrid,14,6
417,quijote,14,7
418,tumba,14,5
419,tesoro,14,6
420,jardín,14,6
421,siento,14,6
422,muere,14,5
423,sonríe,14,6
424,niño,14,4
425,viejo,14,5
426,nueva,14,5
427,rostro,14,6
428,pluma,14,5
429,soñar,14,5
430,estrellas,14,9
431,hierro,14,6
432,pies,14,4
433,pensamiento,14,11
434,negro,14,5
435,habrá,14,5
436,castellano,14,10
437,bello,14,5
438,canta,14,5
439,porvenir,14,8
440,islas,14,5
441,fuente,14,6
442,española,14,8
443,hijos,14,5
444,campo,14,5
445,guerrero,14,8
446,mayo,14,4
447,copyright,14,9
448,that,14,4
449,ilusiones,14,9
450,cuyo,14,4
451,llena,14,5
452,puerta,13,6
453,otras,13,5
454,salvador,13,8
455,libre,13,5
456,padre,13,5
457,hermoso,13,7
458,roja,13,4
459,caer,13,4
460,aves,13,4
461,bendita,13,7
462,ritmo,13,5
463,cruel,13,5
464,hacer,13,5
465,ciudad,13,6
466,rueda,13,5
467,alegría,13,7
468,vil,13,3
469,hija,13,4
470,deja,13,4
471,carne,13,5
472,isla,13,4
473,grito,13,5
474,puede,13,5
475,full,13,4
476,negra,13,5
477,joven,13,5
478,gota,13,4
479,lleno,13,5
480,uno,13,3
481,alba,13,4
482,esas,13,4
483,honor,13,5
484,espera,13,6
485,donations,13,9
486,edad,13,4
487,campos,13,6
488,cómo,13,4
489,abierta,13,7
490,da,13,2
491,anhelo,13,6
492,hecho,13,5
493,dió,12,3
494,escribió,12,8
495,quiere,12,6
496,license,12,7
497,país,12,4
498,sonrisa,12,7
499,at,12,2
500,bellas,12,6
501,humano,12,6
502,oriente,12,7
503,suspiro,12,7
504,dame,12,4
505,valor,12,5
506,belleza,12,7
507,suerte,12,6
508,diario,12,6
509,solo,12,4
510,siente,12,6
511,estrella,12,8
512,algún,12,5
513,bosque,12,6
514,vuestra,12,7
515,lago,12,4
516,jesús,12,5
517,ambiente,12,8
518,vuela,12,5
519,blancas,12,7
520,ramas,12,5
521,región,12,6
522,ondas,12,5
523,states,12,6
524,ensueños,12,8
525,humanidad,12,9
526,poco,12,4
527,llama,12,5
528,busca,12,5
529,amigo,12,5
530,vírgenes,12,8
531,estrofas,11,8
532,ateneo,11,6
533,color,11,5
534,hogar,11,5
535,pasa,11,4
536,américa,11,7
537,volcán,11,6
538,templo,11,6
539,estás,11,5
540,iv,11,2
541,fuertes,11,7
542,bosques,11,7
543,sentir,11,6
544,cuello,11,6
545,ve,11,2
546,saber,11,5
547,veo,11,3
548,armonía,11,7
549,use,11,3
550,perla,11,5
551,caricias,11,8
552,copa,11,4
553,hacen,11,5
554,rey,11,3
555,hispano,11,7
556,colores,11,7
557,vuestro,11,7
558,selvas,11,6
559,primera,11,7
560,on,11,2
561,cabeza,11,6
562,recuerdos,11,9
563,aires,11,5
564,other,11,5
565,ellas,11,5
566,frío,11,4
567,acento,11,6
568,eco,11,3
569,grandes,11,7
570,sueña,11,5
571,acero,11,5
572,archive,11,7
573,cítara,11,6
574,consuelo,11,8
575,rocío,11,5
576,astro,11,5
577,queda,11,5
578,pesar,11,5
579,mucho,11,5
580,dicha,11,5
581,corona,11,6
582,laureles,11,8
583,fugaz,11,5
584,cantares,10,8
585,abrió,10,5
586,porqué,10,6
587,ansias,10,6
588,tienen,10,6
589,oye,10,3
590,paragraph,10,9
591,literary,10,8
592,gracia,10,6
593,querida,10,7
594,dice,10,4
595,ardor,10,5
596,menos,10,5
597,fresca,10,6
598,vió,10,3
599,brillo,10,6
600,contra,10,6
601,lumbre,10,6
602,afán,10,4
603,venas,10,5
604,feliz,10,5
605,fueron,10,6
606,faz,10,3
607,muerta,10,6
608,as,10,2
609,humilde,10,7
610,glorioso,10,8
611,rosario,10,7
612,martirio,10,8
613,corre,10,5
614,pagodas,10,7
615,ventura,10,7
616,quietud,10,7
617,lloro,10,5
618,guarda,10,6
619,perlas,10,6
620,ciencia,10,7
621,llegar,10,6
622,vino,10,4
623,sed,10,3
624,rincón,10,6
625,rayos,10,5
626,nube,10,4
627,misma,10,5
628,nieve,10,5
629,apenas,10,6
630,from,10,4
631,mujeres,10,7
632,pié,10,3
633,conciencia,10,10
634,aquellas,10,8
635,soplo,10,5
636,abierto,10,7
637,tengo,10,5
638,mío,10,3
639,juan,10,4
640,largo,10,5
641,pura,10,4
642,inspiración,10,11
643,soberana,10,8
644,copy,10,4
645,don,10,3
646,existencia,10,10
647,propia,10,6
648,cañas,10,5
649,fiera,10,5
650,hubo,10,4
651,ebook,9,5
652,suspiros,9,8
653,laguna,9,6
654,abre,9,4
655,cumbres,9,7
656,entraña,9,7
657,lleva,9,5
658,sigue,9,5
659,auras,9,5
660,unos,9,4
661,encantos,9,8
662,playa,9,5
663,adoro,9,5
664,celeste,9,7
665,águila,9,6
666,archipiélago,9,12
667,dormida,9,7
668,viajero,9,7
669,musas,9,5
670,obscuro,9,7
671,dicen,9,5
672,tristezas,9,9
673,lecho,9,5
674,placer,9,6
675,par,9,3
676,negros,9,6
677,lentamente,9,10
678,brisas,9,6
679,selva,9,5
680,tienes,9,6
681,imperio,9,7
682,escucha,9,7
683,junto,9,5
684,nadie,9,5
685,rica,9,4
686,amargo,9,6
687,miedo,9,5
688,clara,9,5
689,inmensa,9,7
690,artista,9,7
691,noli,9,4
692,risas,9,5
693,amante,9,6
694,leve,9,4
695,vibra,9,5
696,ansia,9,5
697,cayó,9,4
698,verbo,9,5
699,arpa,9,4
700,cosas,9,5
701,voy,9,3
702,duerme,9,6
703,redactor,9,8
704,batalla,9,7
705,través,9,6
706,suprema,9,7
707,prosa,9,5
708,gracias,9,7
709,sino,9,4
710,adiós,9,5
711,vital,9,5
712,cuna,9,4
713,fama,9,4
714,comenzó,9,7
715,fulgor,9,6
716,hispania,9,8
717,cerebro,9,7
718,cara,9,4
719,astros,9,6
720,must,9,4
721,refund,9,6
722,muertos,9,7
723,can,9,3
724,nuevas,9,6
725,alza,9,4
726,mirar,9,5
727,santos,9,6
728,buen,9,4
729,real,9,4
730,pensar,9,6
731,estas,9,5
732,guerra,9,6
733,corazones,9,9
734,sabes,9,5
735,inmenso,9,7
736,luces,9,5
737,plata,9,5
738,miel,9,4
739,terrible,8,8
740,julio,8,5
741,about,8,5
742,cuán,8,4
743,humana,8,6
744,odio,8,4
745,vuelve,8,6
746,v,8,1
747,grandeza,8,8
748,salve,8,5
749,gotas,8,5
750,oración,8,7
751,ninguna,8,7
752,horrible,8,8
753,sampaguitas,8,11
754,verte,8,5
755,cantos,8,6
756,access,8,6
757,general,8,7
758,fee,8,3
759,cursó,8,5
760,cesar,8,5
761,tuvo,8,4
762,prestigio,8,9
763,associated,8,10
764,pobres,8,6
765,laws,8,4
766,mira,8,4
767,nosotros,8,8
768,nacional,8,8
769,olor,8,4
770,ala,8,3
771,propio,8,6
772,materia,8,7
773,misión,8,6
774,gloriosa,8,8
775,dí,8,2
776,perdido,8,7
777,ruinas,8,6
778,viva,8,4
779,glorias,8,7
780,veinte,8,6
781,triunfal,8,8
782,we,8,2
783,nación,8,6
784,alta,8,4
785,páginas,8,7
786,acción,8,6
787,seas,8,4
788,mejor,8,5
789,sonoro,8,6
790,brazo,8,5
791,including,8,9
792,universidad,8,11
793,piedra,8,6
794,palacio,8,7
795,oculta,8,6
796,vate,8,4
797,doquier,8,7
798,vi,8,2
799,labio,8,5
800,fernando,8,8
801,secular,8,7
802,aquellos,8,8
803,esfuerzo,8,8
804,ley,8,3
805,imposible,8,9
806,lejano,8,6
807,huracán,8,7
808,oriental,8,8
809,leyes,8,5
810,inmensidad,8,10
811,ara,8,3
812,avanza,8,6
813,obscura,8,7
814,trademark,8,9
815,delirio,8,7
816,débil,8,5
817,dar,8,3
818,novia,8,5
819,dan,8,3
820,solas,8,5
821,encierra,8,8
822,mundos,8,6
823,lugar,8,5
824,mesa,8,4
825,héroe,8,5
826,grandezas,8,9
827,ideales,8,7
828,instante,8,8
829,potente,8,7
830,mancha,8,6
831,vigor,8,5
832,bachillerato,8,12
833,cultura,8,7
834,fragmento,8,9
835,olvida,8,6
836,arena,8,5
837,muchos,8,6
838,natal,8,5
839,brilla,8,6
840,united,8,6
841,vicente,8,7
842,agree,8,5
843,estés,8,5
844,domain,8,6
845,golpe,8,5
846,honda,8,5
847,eternamente,8,11
848,publicó,8,7
849,pesares,8,7
850,les,8,3
851,fragor,8,6
852,public,8,6
853,dijo,8,4
854,emoción,8,7
855,reyes,8,5
856,copies,7,6
857,rojos,7,5
858,section,7,7
859,pone,7,4
860,kundiman,7,8
861,europa,7,6
862,torpe,7,5
863,provide,7,7
864,abogado,7,7
865,señora,7,6
866,ramo,7,4
867,descanso,7,8
868,seca,7,4
869,deseo,7,5
870,pedazos,7,7
871,ardientes,7,9
872,enero,7,5
873,puedes,7,6
874,antigua,7,7
875,cetro,7,5
876,inmaculada,7,10
877,presente,7,8
878,set,7,3
879,querer,7,6
880,ideas,7,5
881,singular,7,8
882,cantara,7,7
883,pausas,7,6
884,cuyos,7,5
885,victoria,7,8
886,corcel,7,6
887,edades,7,6
888,nostalgia,7,9
889,haya,7,4
890,causa,7,5
891,mística,7,7
892,your,7,4
893,estancia,7,8
894,cambio,7,6
895,distributing,7,12
896,hiciste,7,7
897,miguel,7,6
898,falta,7,5
899,enorme,7,6
900,coloso,7,6
901,gigante,7,7
902,audaz,7,5
903,combate,7,7
904,cosa,7,4
905,ebooks,7,6
906,aromas,7,6
907,ptas,7,4
908,último,7,6
909,sombría,7,7
910,septiembre,7,10
911,claro,7,5
912,llenó,7,5
913,palma,7,5
914,poema,7,5
915,muchas,7,6
916,iberia,7,6
917,cañones,7,7
918,planta,7,6
919,adora,7,5
920,contigo,7,7
921,mayor,7,5
922,tomás,7,5
923,honra,7,5
924,sutil,7,5
925,lado,7,4
926,cervantes,7,9
927,rudo,7,4
928,galas,7,5
929,premio,7,6
930,traición,7,8
931,angustias,7,9
932,plantas,7,7
933,ciego,7,5
934,dulcemente,7,10
935,tuya,7,4
936,diciembre,7,9
937,justicia,7,8
938,tiempos,7,7
939,tranquilo,7,9
940,literario,7,9
941,visto,7,5
942,tierno,7,6
943,verso,7,5
944,pleno,7,5
945,duermen,7,7
946,trono,7,5
947,rojo,7,4
948,pupilas,7,7
949,tempestad,7,9
950,inglés,7,6
951,obras,7,5
952,entrañas,7,8
953,cadenas,7,7
954,manto,7,5
955,taal,7,4
956,cristo,7,6
957,león,7,4
958,sabio,7,5
959,viene,7,5
960,quedó,7,5
961,nave,7,4
962,primavera,7,9
963,existe,7,6
964,independencia,7,13
965,siglo,7,5
966,which,7,5
967,árboles,7,7
968,social,7,6
969,barcelona,7,9
970,fiebre,7,6
971,eternas,7,7
972,fiero,7,5
973,constante,7,9
974,locura,7,6
975,breve,7,5
976,fantasma,7,8
977,pálida,7,6
978,information,7,11
979,herido,7,6
980,prólogo,7,7
981,lomo,7,4
982,herrero,7,7
983,sublimes,7,8
984,unidos,7,6
985,laurel,7,6
986,loca,7,4
987,lamento,7,7
988,sola,7,4
989,lenta,7,5
990,vista,7,5
991,unas,7,4
992,saludo,7,6
993,roma,7,4
994,amado,7,5
995,cuatro,7,6
996,ama,7,3
997,fulgores,7,8
998,pálidas,7,7
999,pos,7,3
1000,sacrosanto,6,10
1001,ramón,6,5
1002,corolas,6,7
1003,comply,6,6
1004,murmullo,6,8
1005,romántica,6,9
1006,pacífico,6,8
1007,lid,6,3
1008,amarga,6,6
1009,cántico,6,7
1010,lagos,6,5
1011,sentido,6,7
1012,hermosura,6,9
1013,mágico,6,6
1014,its,6,3
1015,conquista,6,9
1016,milagro,6,7
1017,emilio,6,6
1018,paid,6,4
1019,reflejos,6,8
1020,carro,6,5
1021,banderas,6,8
1022,vidas,6,5
1023,agonía,6,6
1024,antiguo,6,7
1025,choza,6,5
1026,quejido,6,7
1027,anhela,6,6
1028,lluvia,6,6
1029,crepúsculo,6,10
1030,tormenta,6,8
1031,retiro,6,6
1032,jesuitas,6,8
1033,luis,6,4
1034,verdes,6,6
1035,frentes,6,7
1036,saben,6,5
1037,virtudes,6,8
1038,garras,6,6
1039,olores,6,6
1040,fiel,6,4
1041,esos,6,4
1042,contemporáneo,6,13
1043,imagen,6,6
1044,único,6,5
1045,cristiana,6,9
1046,dirigió,6,7
1047,título,6,6
1048,largas,6,6
1049,orgullo,6,7
1050,haz,6,3
1051,ternura,6,7
1052,locos,6,5
1053,había,6,5
1054,quizá,6,5
1055,césar,6,5
1056,firmamento,6,10
1057,felices,6,7
1058,dedos,6,5
1059,esperanzas,6,10
1060,doquiera,6,8
1061,luchas,6,6
1062,nipa,6,4
1063,dama,6,4
1064,lauros,6,6
1065,azules,6,6
1066,fuí,6,3
1067,mismos,6,6
1068,mora,6,4
1069,temblar,6,7
1070,risa,6,4
1071,estoy,6,5
1072,bardos,6,6
1073,cadena,6,6
1074,infinito,6,8
1075,soneto,6,6
1076,sirve,6,5
1077,justo,6,5
1078,brillante,6,9
1079,pensil,6,6
1080,lanzas,6,6
1081,amar,6,4
1082,francisco,6,9
1083,olvidado,6,8
1084,entero,6,6
1085,parte,6,5
1086,vana,6,4
1087,noviembre,6,9
1088,altura,6,6
1089,villaespesa,6,11
1090,alborada,6,8
1091,cristalino,6,10
1092,sagrado,6,7
1093,cáliz,6,5
1094,magallanes,6,10
1095,regiones,6,8
1096,flota,6,5
1097,ritmos,6,6
1098,universal,6,9
1099,será,6,4
1100,levanta,6,7
1101,apolo,6,5
1102,huella,6,6
1103,bellos,6,6
1104,vacío,6,5
1105,rimas,6,5
1106,alguna,6,6
1107,without,6,7
1108,hostia,6,6
1109,llegado,6,7
1110,entrad,6,6
1111,forth,6,5
1112,líricos,6,7
1113,egregia,6,7
1114,espiritual,6,10
1115,profundo,6,8
1116,rosal,6,5
1117,quimeras,6,8
1118,frutos,6,6
1119,cisne,6,5
1120,miradas,6,7
1121,alegres,6,7
1122,profunda,6,8
1123,ofrece,6,6
1124,mismas,6,6
1125,naves,6,5
1126,legazpi,6,7
1127,confín,6,6
1128,unión,6,5
1129,tuyo,6,4
1130,hicieron,6,8
1131,progreso,6,8
1132,castillo,6,8
1133,distributed,6,11
1134,mustia,6,6
1135,pie,6,3
1136,horror,6,6
1137,siendo,6,6
1138,arde,6,4
1139,pájaro,6,6
1140,ofrenda,6,7
1141,sendero,6,7
1142,tales,6,5
1143,blanco,6,6
1144,fecunda,6,7
1145,escrito,6,7
1146,balas,6,5
1147,llores,6,6
1148,rojas,6,5
1149,fragua,6,6
1150,palabra,6,7
1151,decir,6,5
1152,espinas,6,7
1153,lírica,6,6
1154,negras,6,6
1155,popular,6,7
1156,marcha,6,6
1157,letras,6,6
1158,volunteers,6,10
1159,solar,6,5
1160,puso,6,4
1161,quizás,6,6
1162,dentro,6,6
1163,demanila,6,8
1164,under,6,5
1165,tax,6,3
1166,abismo,6,6
1167,vemos,6,5
1168,prado,6,5
1169,laud,6,4
1170,romper,6,6
1171,ahí,6,3
1172,salta,6,5
1173,héroes,6,6
1174,eduardo,6,7
1175,hermana,6,7
1176,cantando,6,8
1177,sien,6,4
1178,tirano,6,6
1179,revolucionario,6,14
1180,eternidad,6,9
1181,culto,6,5
1182,alondra,6,7
1183,corte,6,5
1184,norte,6,5
1185,periódicos,6,10
1186,municipal,6,9
1187,naciones,6,8
1188,despierta,6,9
1189,apo,6,3
1190,web,6,3
1191,cánticos,5,8
1192,soñadora,5,8
1193,melodía,5,7
1194,pareces,5,7
1195,alzan,5,5
1196,cristalina,5,10
1197,actual,5,6
1198,luchar,5,6
1199,excelso,5,7
1200,distancia,5,9
1201,segunda,5,7
1202,grandioso,5,9
1203,sube,5,4
1204,desierto,5,8
1205,bravos,5,6
1206,lares,5,5
1207,escudo,5,6
1208,manchas,5,7
1209,buscó,5,5
1210,insigne,5,7
1211,realidad,5,8
1212,fray,5,4
1213,pantera,5,7
1214,linaje,5,6
1215,coro,5,4
1216,recuerda,5,8
1217,malaya,5,6
1218,asceta,5,6
1219,jacinto,5,7
1220,mabini,5,6
1221,angustia,5,8
1222,clásica,5,7
1223,floridos,5,8
1224,montes,5,6
1225,cruza,5,5
1226,naturaleza,5,10
1227,jardines,5,8
1228,éste,5,4
1229,tenaz,5,5
1230,nobleza,5,7
1231,apóstol,5,7
1232,owner,5,5
1233,masa,5,4
1234,hoz,5,3
1235,sampagas,5,8
1236,generosa,5,8
1237,fatal,5,5
1238,bachiller,5,9
1239,cuartilla,5,9
1240,but,5,3
1241,ánfora,5,6
1242,limited,5,7
1243,hazaña,5,6
1244,tumulto,5,7
1245,cecilio,5,7
1246,redentor,5,8
1247,permission,5,10
1248,fosa,5,4
1249,desiertos,5,9
1250,últimos,5,7
1251,inspira,5,7
1252,charge,5,6
1253,llenan,5,6
1254,tierna,5,6
1255,duda,5,4
1256,idolatrada,5,10
1257,divinas,5,7
1258,vanguardia,5,10
1259,pechos,5,6
1260,hidalgo,5,7
1261,merced,5,6
1262,cuerdas,5,7
1263,arcilla,5,7
1264,soñado,5,6
1265,volverá,5,7
1266,rubén,5,5
1267,flauta,5,6
1268,vencido,5,7
1269,parecen,5,7
1270,cubierta,5,8
1271,piedad,5,6
1272,viles,5,5
1273,romero,5,6
1274,soberano,5,8
1275,late,5,4
1276,radiante,5,8
1277,armonías,5,8
1278,sepulcro,5,8
1279,despertar,5,9
1280,vaso,5,4
1281,yugo,5,4
1282,trueno,5,6
1283,forja,5,5
1284,corriente,5,9
1285,olvidar,5,7
1286,vas,5,3
1287,pudiera,5,7
1288,titán,5,5
1289,projectgutenberg,5,16
1290,lodo,5,4
1291,piden,5,5
1292,única,5,5
1293,horizonte,5,9
1294,estremece,5,9
1295,cae,5,3
1296,potros,5,6
1297,ambos,5,5
1298,palabras,5,8
1299,compañía,5,8
1300,pequeña,5,7
1301,paisaje,5,7
1302,baña,5,4
1303,símbolo,5,7
1304,pasiones,5,8
1305,marzo,5,5
1306,colosal,5,7
1307,dioses,5,6
1308,puro,5,4
1309,sendas,5,6
1310,fundó,5,5
1311,salud,5,5
1312,abrazo,5,6
1313,todavía,5,7
1314,esto,5,4
1315,pan,5,3
1316,espacios,5,8
1317,morada,5,6
1318,dolorosa,5,8
1319,feroz,5,5
1320,singularmente,5,13
1321,segundo,5,7
1322,distribute,5,10
1323,dejó,5,4
1324,cuantos,5,7
1325,armas,5,5
1326,gritos,5,6
1327,buena,5,5
1328,forma,5,5
1329,llegue,5,6
1330,composición,5,11
1331,ancha,5,5
1332,montañas,5,8
1333,flora,5,5
1334,besar,5,5
1335,carnes,5,6
1336,redención,5,9
1337,tirso,5,5
1338,mata,5,4
1339,lector,5,6
1340,gratitud,5,8
1341,artes,5,5
1342,perdida,5,7
1343,albo,5,4
1344,volar,5,5
1345,darte,5,5
1346,sabéis,5,6
1347,cuya,5,4
1348,hierros,5,7
1349,bocas,5,5
1350,playas,5,6
1351,sacra,5,5
1352,amistad,5,7
1353,mágicos,5,7
1354,melancolía,5,10
1355,natural,5,7
1356,cofre,5,5
1357,arco,5,4
1358,puesto,5,6
1359,ruido,5,5
1360,impulso,5,7
1361,postrer,5,7
1362,tangere,5,7
1363,hiel,5,4
1364,fuiste,5,6
1365,manso,5,5
1366,rotas,5,5
1367,goce,5,4
1368,olvidadas,5,9
1369,cierres,5,7
1370,compliance,5,10
1371,ah,5,2
1372,enferma,5,7
1373,sereno,5,6
1374,eran,5,4
1375,harán,5,5
1376,cabellera,5,9
1377,sintió,5,6
1378,encima,5,6
1379,durante,5,7
1380,leones,5,6
1381,visión,5,6
1382,fino,5,4
1383,alguien,5,7
1384,rudos,5,5
1385,cuyas,5,5
1386,gozo,5,4
1387,propios,5,7
1388,hermosos,5,8
1389,cuitas,5,6
1390,bisayo,5,6
1391,brillar,5,7
1392,altos,5,5
1393,inquieta,5,8
1394,cantor,5,6
1395,tomos,5,5
1396,exhala,5,6
1397,ríos,5,4
1398,diera,5,5
1399,estro,5,5
1400,hiere,5,5
1401,castellana,5,10
1402,ángel,5,5
1403,patrio,5,6
1404,felicidad,5,9
